id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm
110,weezing,12,95,172.0,490,90,120,65,85,70,60,poison,,0.9523809523809523,0.9761904761904762,42.0,250.0,81.54761904761905,250.0,150.0,0.9761904761904762,261.219512195122,704.7619047619047,0.33157894736842103,1.0,0.19999999999999982,0.2932726086520125
111,rhyhorn,10,1150,69.0,345,85,95,80,30,30,25,ground,rock,1.130952380952381,1.2976190476190477,69.0,150.0,76.01449275362319,150.0,120.0,1.2976190476190477,157.98165137614677,559.8214285714286,0.17894736842105263,0.6,0.9500000000000002,0.14280590478347865
112,rhydon,19,1200,170.0,485,130,120,105,45,45,40,ground,rock,1.130952380952381,1.2976190476190477,94.0,150.0,77.34042553191489,150.0,150.0,1.2976190476190477,208.07339449541283,718.1547619047619,0.3263157894736842,0.6,0.9500000000000002,0.21581341790312225
113,chansey,11,346,395.0,450,5,5,250,35,105,50,normal,,0.9047619047619048,1.0,79.0,150.0,75.31645569620254,150.0,150.0,1.0,360.0,542.8571428571429,0.2894736842105263,0.6,0.0,0.43724279835390945
114,tangela,10,350,87.0,435,55,115,65,100,40,60,grass,,0.9761904761904762,1.1428571428571428,39.0,150.0,68.46153846153847,150.0,150.0,1.1428571428571428,192.5,571.0714285714286,0.2736842105263158,0.6,0.29999999999999993,0.19311556927297668
115,kangaskhan,22,800,172.0,490,95,80,105,40,80,90,normal,,0.9047619047619048,1.0,80.0,150.0,77.4125,150.0,150.0,1.0,265.0,579.047619047619,0.33157894736842103,0.6,0.0,0.29878257887517146
116,horsea,4,80,59.0,295,40,70,30,70,25,60,water,,1.0714285714285714,1.0,43.0,130.0,70.81395348837209,130.0,110.0,1.0,125.0,455.35714285714283,0.12631578947368421,0.52,0.7000000000000001,0.09473593964334705
117,seadra,12,250,154.0,440,65,95,55,95,45,85,water,,1.0714285714285714,1.0,44.0,150.0,72.72727272727273,150.0,150.0,1.0,195.0,632.1428571428571,0.2789473684210526,0.6,0.7000000000000001,0.19675925925925924
118,goldeen,6,150,64.0,320,67,60,45,35,50,63,water,,1.0714285714285714,1.0,44.0,130.0,68.97727272727273,130.0,110.0,1.0,155.0,482.1428571428571,0.15263157894736842,0.52,0.7000000000000001,0.138460219478738
119,seaking,13,390,158.0,450,92,65,80,65,80,68,water,,1.0714285714285714,1.0,46.0,150.0,72.5,150.0,150.0,1.0,225.0,642.8571428571429,0.2894736842105263,0.6,0.7000000000000001,0.2404835390946502
120,staryu,8,345,68.0,340,45,55,30,70,55,85,water,,1.0714285714285714,1.0,40.0,130.0,72.875,130.0,120.0,1.0,140.0,503.57142857142856,0.1736842105263158,0.52,0.7000000000000001,0.11659807956104253
121,starmie,11,800,182.0,520,75,85,60,100,85,115,water,psychic,1.0357142857142856,1.0952380952380953,47.0,150.0,77.87234042553192,150.0,150.0,1.0952380952380953,209.99999999999997,693.9285714285713,0.3631578947368421,0.6,0.5499999999999996,0.2186213991769547
122,mr-mime,13,545,161.0,460,45,65,40,100,120,90,psychic,fairy,1.0357142857142856,1.0357142857142858,60.0,150.0,77.16666666666667,150.0,150.0,1.0357142857142858,217.2413793103448,631.7857142857142,0.3,0.6,0.5499999999999996,0.2291755356889456
123,scyther,15,560,100.0,500,110,80,70,55,80,105,bug,flying,1.0238095238095237,1.1904761904761905,52.0,150.0,66.82692307692308,150.0,150.0,1.1904761904761905,193.2,665.4761904761904,0.34210526315789475,0.6,0.4999999999999998,0.19413580246913578
124,jynx,14,406,159.0,455,50,35,65,115,95,95,ice,psychic,1.0476190476190477,1.2380952380952381,60.0,150.0,73.25,150.0,150.0,1.2380952380952381,157.5,633.8095238095239,0.29473684210526313,0.6,0.6000000000000004,0.14210390946502058
125,electabuzz,11,300,172.0,490,83,57,65,95,85,105,electric,,0.9761904761904762,0.9761904761904762,57.0,150.0,78.0701754385965,150.0,150.0,0.9761904761904762,212.0487804878049,624.7619047619047,0.33157894736842103,0.6,0.29999999999999993,0.22160744755595704
126,magmar,13,445,173.0,495,95,57,65,100,85,93,fire,,1.0952380952380953,1.0,60.0,150.0,77.25,150.0,150.0,1.0,207.0,706.4285714285714,0.3368421052631579,0.6,0.8000000000000006,0.21424897119341563
127,pinsir,15,550,175.0,500,125,100,65,55,70,85,bug,,0.9761904761904762,1.0714285714285714,52.0,150.0,73.5576923076923,150.0,150.0,1.0714285714285714,219.33333333333334,634.5238095238095,0.34210526315789475,0.6,0.29999999999999993,0.23222450845907638
128,tauros,14,884,172.0,490,100,95,75,40,70,110,normal,,0.9047619047619048,1.0,63.0,150.0,81.5079365079365,150.0,150.0,1.0,240.0,579.047619047619,0.33157894736842103,0.6,0.0,0.2623456790123457
129,magikarp,9,100,40.0,200,10,55,20,15,20,80,water,,1.0714285714285714,1.0,3.0,110.0,78.33333333333333,85.0,110.0,1.0,95.0,332.1428571428571,0.02631578947368421,0.44,0.7000000000000001,0.051011659807956106
130,gyarados,65,2350,189.0,540,125,79,95,60,100,81,water,flying,1.0714285714285714,1.0238095238095237,66.0,150.0,77.42424242424242,150.0,150.0,1.0238095238095237,267.6279069767442,739.2857142857142,0.38421052631578945,0.6,0.7000000000000001,0.3026126902095895
131,lapras,25,2200,187.0,535,85,80,130,85,95,60,water,ice,1.0833333333333335,1.130952380952381,69.0,150.0,76.59420289855072,150.0,150.0,1.130952380952381,269.6842105263158,742.0833333333335,0.37894736842105264,0.6,0.7500000000000008,0.30560970327052195
132,ditto,3,40,101.0,288,48,48,48,48,48,48,normal,,0.9047619047619048,1.0,,,,,,1.0,144.0,260.57142857142856,0.11894736842105263,0.0,0.0,0.12242798353909465
133,eevee,3,65,65.0,325,55,50,55,45,65,55,normal,,0.9047619047619048,1.0,32.0,140.0,67.96875,140.0,120.0,1.0,170.0,420.7142857142857,0.15789473684210525,0.56,0.0,0.16032235939643347
134,vaporeon,10,290,184.0,525,65,60,130,110,95,65,water,,1.0714285714285714,1.0,56.0,150.0,71.25,150.0,150.0,1.0,285.0,723.2142857142857,0.3684210526315789,0.6,0.7000000000000001,0.3279320987654321
135,jolteon,8,245,184.0,525,65,60,65,110,95,130,electric,,0.9761904761904762,0.9761904761904762,50.0,150.0,70.3,150.0,150.0,0.9761904761904762,225.3658536585366,658.9285714285714,0.3684210526315789,0.6,0.29999999999999993,0.24101676201947206
136,flareon,9,250,184.0,525,130,60,65,95,110,65,fire,,1.0952380952380953,1.0,53.0,150.0,73.77358490566037,150.0,150.0,1.0,235.0,739.2857142857143,0.3684210526315789,0.6,0.8000000000000006,0.2550582990397805
137,porygon,8,365,79.0,395,60,70,65,85,75,40,normal,,0.9047619047619048,1.0,41.0,150.0,82.1951219512195,150.0,150.0,1.0,210.0,493.0952380952381,0.23157894736842105,0.6,0.0,0.21862139917695472
138,omanyte,4,75,71.0,355,40,100,35,90,55,35,rock,water,1.0952380952380953,1.1547619047619047,44.0,120.0,64.54545454545455,120.0,120.0,1.1547619047619047,164.53608247422682,520.2380952380953,0.18947368421052632,0.48,0.8000000000000006,0.15235883076662002
139,omastar,10,350,173.0,495,60,125,70,115,70,55,rock,water,1.0952380952380953,1.1547619047619047,51.0,150.0,70.29411764705883,150.0,150.0,1.1547619047619047,229.48453608247425,706.4285714285714,0.3368421052631579,0.6,0.8000000000000006,0.24701964278138394
140,kabuto,5,115,71.0,355,80,90,30,55,45,55,rock,water,1.0952380952380953,1.1547619047619047,49.0,120.0,64.89795918367346,120.0,120.0,1.1547619047619047,142.88659793814435,520.2380952380953,0.18947368421052632,0.48,0.8000000000000006,0.12080522676169872
141,kabutops,13,405,173.0,495,115,105,60,65,70,80,rock,water,1.0952380952380953,1.1547619047619047,67.0,150.0,71.26865671641791,150.0,150.0,1.1547619047619047,203.5051546391753,706.4285714285714,0.3368421052631579,0.6,0.8000000000000006,0.20915531797547837
142,aerodactyl,18,590,180.0,515,105,65,80,60,75,130,rock,flying,1.0952380952380953,1.0714285714285714,58.0,150.0,73.96551724137932,150.0,150.0,1.0714285714285714,205.33333333333334,728.3333333333334,0.35789473684210527,0.6,0.8000000000000006,0.21181984453589392
143,snorlax,21,4600,189.0,540,110,65,160,65,110,30,normal,,0.9047619047619048,1.0,87.0,200.0,81.60919540229885,200.0,150.0,1.0,335.0,669.5238095238095,0.38421052631578945,0.8,0.0,0.40080589849108367
144,articuno,17,554,261.0,580,85,100,90,95,125,85,ice,flying,1.0833333333333335,1.1904761904761905,50.0,150.0,66.4,150.0,150.0,1.1904761904761905,264.6,790.8333333333335,0.4263157894736842,0.6,0.7500000000000008,0.2981995884773663
145,zapdos,16,526,261.0,580,90,85,90,125,90,100,electric,flying,1.0238095238095237,0.9285714285714286,47.0,150.0,74.46808510638297,150.0,150.0,0.9285714285714286,285.38461538461536,747.3809523809523,0.4263157894736842,0.6,0.4999999999999998,0.32849266645562936
146,moltres,20,600,261.0,580,100,90,90,125,85,90,fire,flying,1.0833333333333335,1.0238095238095237,51.0,150.0,74.80392156862744,150.0,150.0,1.0238095238095237,258.8372093023256,790.8333333333335,0.4263157894736842,0.6,0.7500000000000008,0.2898004593741028
147,dratini,18,33,60.0,300,64,45,41,50,50,50,dragon,,0.9761904761904762,1.0476190476190477,53.0,150.0,74.81132075471699,150.0,150.0,1.0476190476190477,129.8181818181818,439.2857142857143,0.13157894736842105,0.6,0.29999999999999993,0.1017583239805462
148,dragonair,40,165,147.0,420,84,65,61,70,70,70,dragon,,0.9761904761904762,1.0476190476190477,52.0,150.0,74.90384615384616,150.0,150.0,1.0476190476190477,187.0909090909091,556.4285714285714,0.2578947368421053,0.6,0.29999999999999993,0.185231949120838
149,dragonite,22,2100,270.0,600,134,95,91,100,100,80,dragon,flying,1.0238095238095237,1.1071428571428572,93.0,150.0,74.46236559139786,150.0,150.0,1.1071428571428572,258.3225806451613,767.8571428571428,0.4473684210526316,0.6,0.4999999999999998,0.28905040046019737
150,mewtwo,20,1220,306.0,680,110,90,106,154,90,130,psychic,,1.0,1.0952380952380953,91.0,200.0,80.21978021978022,200.0,150.0,1.0952380952380953,261.1304347826087,880.0,0.531578947368421,0.8,0.4000000000000001,0.293142780461621
151,mew,4,40,270.0,600,100,100,100,100,100,100,psychic,,1.0,1.0952380952380953,242.0,250.0,76.15702479338843,250.0,150.0,1.0952380952380953,273.9130434782608,850.0,0.4473684210526316,1.0,0.4000000000000001,0.31177312578278754
152,chikorita,9,64,64.0,318,49,65,45,49,65,45,grass,,0.9761904761904762,1.1428571428571428,30.0,130.0,69.83333333333333,125.0,130.0,1.1428571428571428,153.125,437.3333333333333,0.15052631578947367,0.52,0.29999999999999993,0.13572745198902605
153,bayleef,12,158,142.0,405,62,80,60,63,80,60,grass,,0.9761904761904762,1.1428571428571428,34.0,130.0,69.26470588235294,125.0,130.0,1.1428571428571428,192.5,522.2619047619047,0.24210526315789474,0.52,0.29999999999999993,0.19311556927297668
154,meganium,18,1005,236.0,525,82,100,80,83,100,80,grass,,0.9761904761904762,1.1428571428571428,47.0,150.0,77.76595744680851,150.0,150.0,1.1428571428571428,245.0,658.9285714285714,0.3684210526315789,0.6,0.29999999999999993,0.26963305898491086
155,cyndaquil,5,79,62.0,309,52,43,39,60,50,65,fire,,1.0952380952380953,1.0,49.0,150.0,74.44897959183673,120.0,150.0,1.0,132.0,502.7142857142858,0.14105263157894737,0.6,0.8000000000000006,0.10493827160493827
156,quilava,9,190,142.0,405,64,58,58,80,65,80,fire,,1.0952380952380953,1.0,49.0,150.0,74.89795918367346,150.0,150.0,1.0,181.0,607.8571428571429,0.24210526315789474,0.6,0.8000000000000006,0.1763545953360768
157,typhlosion,17,795,240.0,534,84,78,78,109,85,100,fire,,1.0952380952380953,1.0,72.0,150.0,80.34722222222223,150.0,150.0,1.0,241.0,749.1428571428572,0.3778947368421053,0.6,0.8000000000000006,0.2638031550068587
158,totodile,6,95,63.0,314,65,64,50,44,48,43,water,,1.0714285714285714,1.0,60.0,150.0,73.5,150.0,110.0,1.0,162.0,497.1428571428571,0.1463157894736842,0.6,0.7000000000000001,0.14866255144032922
159,croconaw,11,250,142.0,405,80,80,65,59,63,58,water,,1.0714285714285714,1.0,63.0,150.0,72.61904761904762,150.0,110.0,1.0,208.0,594.6428571428571,0.24210526315789474,0.6,0.7000000000000001,0.21570644718792867
160,feraligatr,23,888,239.0,530,105,100,85,79,83,78,water,,1.0714285714285714,1.0,78.0,150.0,76.28205128205128,150.0,150.0,1.0,268.0,728.5714285714286,0.3736842105263158,0.6,0.7000000000000001,0.30315500685871055
161,sentret,8,60,43.0,215,46,34,35,35,45,20,normal,,0.9047619047619048,1.0,61.0,150.0,70.21311475409836,150.0,120.0,1.0,114.0,330.23809523809524,0.042105263157894736,0.6,0.0,0.0787037037037037
162,furret,18,325,145.0,415,76,64,85,45,55,90,normal,,0.9047619047619048,1.0,65.0,150.0,74.2,150.0,150.0,1.0,204.0,511.1904761904762,0.25263157894736843,0.6,0.0,0.20987654320987653
163,hoothoot,7,212,52.0,262,30,30,60,36,56,50,normal,flying,0.9880952380952381,1.0,43.0,140.0,71.3953488372093,140.0,120.0,1.0,146.0,397.2142857142857,0.09157894736842105,0.56,0.35000000000000026,0.1253429355281207
164,noctowl,16,408,158.0,452,50,50,100,86,96,70,normal,flying,0.9880952380952381,1.0,47.0,150.0,76.38297872340425,150.0,150.0,1.0,246.0,594.8333333333334,0.29157894736842105,0.6,0.35000000000000026,0.27109053497942387
165,ledyba,10,108,53.0,265,20,30,40,40,80,55,bug,flying,1.0238095238095237,1.1904761904761905,39.0,150.0,67.76923076923077,150.0,120.0,1.1904761904761905,126.0,424.88095238095235,0.09473684210526316,0.6,0.4999999999999998,0.09619341563786007
166,ledian,14,356,137.0,390,35,50,55,55,110,85,bug,flying,1.0238095238095237,1.1904761904761905,42.0,150.0,72.57142857142857,150.0,150.0,1.1904761904761905,180.6,552.8571428571428,0.22631578947368422,0.6,0.4999999999999998,0.1757716049382716
167,spinarak,5,85,50.0,250,60,40,40,40,40,30,bug,poison,0.9642857142857142,1.0476190476190477,47.0,120.0,64.85106382978724,120.0,120.0,1.0476190476190477,114.54545454545455,356.7857142857143,0.07894736842105263,0.48,0.24999999999999964,0.07949869060980172
168,ariados,11,335,140.0,400,90,70,70,60,70,40,bug,poison,0.9642857142857142,1.0476190476190477,50.0,150.0,69.86,150.0,150.0,1.0476190476190477,200.45454545454544,530.3571428571428,0.23684210526315788,0.6,0.24999999999999964,0.2047091283202394
169,crobat,18,750,241.0,535,90,80,85,70,80,130,poison,flying,1.0119047619047619,0.9880952380952381,45.0,150.0,73.33333333333333,150.0,150.0,0.9880952380952381,247.95180722891564,693.1547619047619,0.37894736842105264,0.6,0.44999999999999996,0.27393524716148543
170,chinchou,5,120,66.0,330,38,38,75,56,56,67,water,electric,1.0238095238095237,0.9642857142857143,42.0,120.0,74.28571428571429,120.0,120.0,0.9642857142857143,175.25925925925927,460.71428571428567,0.1631578947368421,0.48,0.4999999999999998,0.16798760351572423
171,lanturn,12,225,161.0,460,58,58,125,76,76,67,water,electric,1.0238095238095237,0.9642857142857143,45.0,150.0,78.0,150.0,150.0,0.9642857142857143,268.5925925925926,624.5238095238095,0.3,0.6,0.4999999999999998,0.3040186963369405
172,pichu,3,20,41.0,205,40,15,20,35,35,60,electric,,0.9761904761904762,0.9761904761904762,40.0,120.0,69.0,120.0,120.0,0.9761904761904762,71.70731707317073,317.26190476190476,0.031578947368421054,0.48,0.29999999999999993,0.0170631335942989
173,cleffa,3,30,44.0,218,25,28,50,45,55,15,fairy,,1.0714285714285714,0.9761904761904762,48.0,140.0,73.02083333333333,140.0,120.0,0.9761904761904762,136.2439024390244,383.57142857142856,0.045263157894736845,0.56,0.7000000000000001,0.11112365753287164
174,igglybuff,3,10,42.0,210,30,15,90,40,20,15,normal,fairy,0.9880952380952381,0.9523809523809523,42.0,140.0,75.5952380952381,140.0,120.0,0.9523809523809523,131.25,345.83333333333337,0.03684210526315789,0.56,0.35000000000000026,0.10384516460905349
175,togepi,3,15,49.0,245,20,65,35,40,65,20,fairy,,1.0714285714285714,0.9761904761904762,47.0,140.0,73.29787234042553,140.0,120.0,0.9761904761904762,169.02439024390245,412.5,0.07368421052631578,0.56,0.7000000000000001,0.15890043159690856
176,togetic,6,32,142.0,405,40,85,55,80,105,40,fairy,flying,1.0714285714285714,1.0238095238095237,64.0,150.0,77.1875,150.0,150.0,1.0238095238095237,239.30232558139537,594.6428571428571,0.24210526315789474,0.6,0.7000000000000001,0.2613288352952436
177,natu,2,20,64.0,320,50,45,40,70,45,70,psychic,flying,1.0357142857142856,1.1071428571428572,38.0,140.0,73.28947368421052,140.0,120.0,1.1071428571428572,117.41935483870967,476.4285714285714,0.15263157894736842,0.56,0.5499999999999996,0.08368733129784502
178,xatu,15,150,165.0,470,75,70,65,95,70,95,psychic,flying,1.0357142857142856,1.1071428571428572,38.0,150.0,78.15789473684211,150.0,150.0,1.1071428571428572,185.16129032258064,642.1428571428571,0.3105263157894737,0.6,0.5499999999999996,0.1824195760874375
179,mareep,6,78,56.0,280,40,40,55,65,45,35,electric,,0.9761904761904762,0.9761904761904762,29.0,120.0,73.27586206896552,120.0,120.0,0.9761904761904762,143.41463414634146,390.4761904761905,0.11052631578947368,0.48,0.29999999999999993,0.12157482685937969
180,flaaffy,8,133,128.0,365,55,55,70,80,60,45,electric,,0.9761904761904762,0.9761904761904762,40.0,150.0,75.875,150.0,120.0,0.9761904761904762,189.51219512195124,502.73809523809524,0.2,0.6,0.29999999999999993,0.18876091538693168
181,ampharos,14,615,230.0,510,75,85,90,115,90,55,electric,,0.9761904761904762,0.9761904761904762,54.0,150.0,79.35185185185185,150.0,150.0,0.9761904761904762,271.4634146341464,644.2857142857142,0.3526315789473684,0.6,0.29999999999999993,0.308202850547024
182,bellossom,4,58,221.0,490,80,95,75,90,100,50,grass,,0.9761904761904762,1.1428571428571428,39.0,150.0,75.12820512820512,150.0,150.0,1.1428571428571428,236.25,624.7619047619047,0.33157894736842103,0.6,0.29999999999999993,0.2568801440329218
183,marill,4,85,88.0,250,20,50,70,20,50,40,water,fairy,1.0714285714285714,0.9523809523809523,63.0,150.0,73.65079365079364,150.0,120.0,0.9523809523809523,178.5,428.57142857142856,0.07894736842105263,0.6,0.7000000000000001,0.17271090534979425
184,azumarill,8,285,189.0,420,50,80,100,60,80,50,water,fairy,1.0714285714285714,0.9523809523809523,65.0,150.0,77.23076923076923,150.0,150.0,0.9523809523809523,273.0,610.7142857142857,0.2578947368421053,0.6,0.7000000000000001,0.31044238683127573
185,sudowoodo,12,380,144.0,410,100,115,70,30,65,30,rock,,1.119047619047619,1.1428571428571428,58.0,250.0,82.93103448275862,250.0,150.0,1.1428571428571428,218.75,738.5714285714286,0.24736842105263157,1.0,0.9000000000000004,0.23137431412894377
186,politoed,11,339,225.0,500,75,75,90,90,100,70,water,,1.0714285714285714,1.0,55.0,150.0,76.27272727272727,150.0,150.0,1.0,265.0,696.4285714285714,0.34210526315789475,0.6,0.7000000000000001,0.29878257887517146
187,hoppip,4,5,50.0,250,35,40,35,35,55,50,grass,flying,1.0238095238095237,1.2023809523809523,33.0,130.0,66.36363636363636,120.0,130.0,1.2023809523809523,108.11881188118812,389.04761904761904,0.07894736842105263,0.52,0.4999999999999998,0.07013201320132013
188,skiploom,6,10,119.0,340,45,50,55,45,65,80,grass,flying,1.0238095238095237,1.2023809523809523,31.0,130.0,67.74193548387096,120.0,130.0,1.2023809523809523,141.3861386138614,481.19047619047615,0.1736842105263158,0.52,0.4999999999999998,0.11861834331581307
189,jumpluff,8,30,207.0,460,55,70,75,55,95,110,grass,flying,1.0238095238095237,1.2023809523809523,33.0,150.0,72.72727272727273,150.0,150.0,1.2023809523809523,199.6039603960396,624.5238095238095,0.3,0.6,0.4999999999999998,0.2034694210161757
190,aipom,8,115,72.0,360,70,55,55,40,55,85,normal,,0.9047619047619048,1.0,69.0,150.0,69.97101449275362,150.0,120.0,1.0,165.0,461.42857142857144,0.19473684210526315,0.6,0.0,0.15303497942386832
191,sunkern,3,18,36.0,180,30,30,30,30,30,30,grass,,0.9761904761904762,1.1428571428571428,25.0,130.0,70.2,120.0,130.0,1.1428571428571428,78.75,302.6190476190476,0.005263157894736842,0.52,0.29999999999999993,0.02732767489711934
192,sunflora,8,85,149.0,425,75,55,75,105,85,30,grass,,0.9761904761904762,1.1428571428571428,32.0,150.0,76.25,150.0,150.0,1.1428571428571428,188.125,561.3095238095237,0.2631578947368421,0.6,0.29999999999999993,0.18673911179698216
